"id","name","brand","category","presentation","manufacturer_code","square_rows","square_tokens","square_original_names","identity_code","sources","evidence","reference_image","reference_sha256","source_image_url","image_review","video","video_review","batch"
"magnum-tremors","Magnum Tremors","Raccoon","Cakes","9-shot rack","RA57206","575","BATDQ2BB2DBWSRLIYDMUHFPI","Magnum Tremors","757201572064","https://www.raccoonfireworksusa.com/product-page/magnum-tremors | https://americanwholesalefireworks.com/magnum-tremors/ | https://fireworks-superstore.myshopify.com/products/magnum-tremors-3-rack-raccoon","Square row 575, token BATDQ2BB2DBWSRLIYDMUHFPI, code 757201572064, name 'Magnum Tremors'; manufacturer model RA57206 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/magnum-tremors-original.png","0de103f36ad8b5778e7daf3021dbef549803bb9486ac406ed8b18426e984f28c","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA57206.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=VihP3cMcJi4","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/magnum-tremors', 'title': 'Magnum Tremors RA57206 by Raccoon Fireworks', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"migraine","Migraine","Raccoon","Cakes","9-shot rack","RA57207","600","OKCB2UOBBJRUB7NBKFRGDTUE","Migraine","757201572071","https://www.raccoonfireworksusa.com/product-page/migraine","Square row 600, token OKCB2UOBBJRUB7NBKFRGDTUE, code 757201572071, name 'Migraine'; manufacturer model RA57207 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/migraine-original.png","2270f55a9d1ef7726db191a37b220f263435fa38b9b46ac4b72ad82fa70e3183","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA57207.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=ElEOhs6JI0U","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/migraine', 'title': 'Migraine RA57207 by Raccoon Fireworks', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"monkey-business","Monkey Business","Raccoon","Cakes","200 gram · 24 shots","RA22521","604","KHQGTUGPX2ABWY6TBLOAXTS7","Monkey Business","757201225212","https://www.raccoonfireworksusa.com/product-page/monkey-business | https://americanwholesalefireworks.com/monkey-business/","Square row 604, token KHQGTUGPX2ABWY6TBLOAXTS7, code 757201225212, name 'Monkey Business'; manufacturer model RA22521 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/monkey-business-original.png","c9466c4ff1f5ecde603e85a4dffef8902764f4c86ecaf46fe32fb8d274ce68fb","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA22521.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=2WLNk8n4KPg","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/monkey-business', 'title': 'Monkey Business RA22521 Raccoon Fireworks 2021 New Product 24 Shots', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"neon-boom","Neon Boom","Raccoon","Cakes","500 gram · 25 shots","RA53040","622","6XC2CG64XOVFC5ZSL4AL6TQS","Neon Boom 25 Shot","757201530408","https://www.raccoonfireworksusa.com/product-page/neon-boom | https://shop.intergalacticfireworks.com/neon-boom.html","Square row 622, token 6XC2CG64XOVFC5ZSL4AL6TQS, code 757201530408, name 'Neon Boom 25 Shot'; manufacturer model RA53040 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/neon-boom-original.png","0e7aee6c4eab2305e692bc1e2a02c08de79ab322684cd039b6a16914f28a93d1","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA53040.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=CR1TTvKxTCo","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/neon-boom', 'title': 'Neon Boom RA53040 by Raccoon Fireworks', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"occupy-mars","Occupy Mars","Winda","Cakes","10 shots · girandola finale","P6037","649","PIXOQTBXHYSS7P6ZG56QBEEV","Occupy Mars 500 Gram","705108603701","https://www.getwinda.com/product-page/occupy-mars | https://leefamilyfirework.com/MX188-Occupy-Mars-Girandola-Cake-P6037-R-PC/ | https://leefamilyfirework.com/MX188-Occupy-Mars-Girandola-Cake-P6037-R-PC/?setCurrencyId=1%5C | https://www.youtube.com/watch?v=R1BXlnwc260","Square row 649, token PIXOQTBXHYSS7P6ZG56QBEEV, code 705108603701, name 'Occupy Mars 500 Gram'; manufacturer model P6037 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/occupy-mars-original.png","ceeaa4e2aab118c20a50c1e12fc50109c2557c2b2ea0bb5b90dcba6fb462d953","https://static.wixstatic.com/media/ecdf0c_a20b38ff0b784566a11afa124dad995c~mv2.png/v1/fit/w_500,h_500,q_90/file.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=R1BXlnwc260","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-1"
"party-like-its-1776","Party Like It’s 1776","Winda","Cakes","156 shots","P5554","663","GTJEOQD2CEPZLB6IG34L5DJL","Party Like Its 1776 500 Gram","705108555406","https://www.getwinda.com/product-page/party-like-it-s-1776-156-s | https://bangersonlyfireworks.com/GM876-Party-Like-Its-1776-R-PC/ | https://www.youtube.com/watch?v=Md5UiOmVtG4","Square row 663, token GTJEOQD2CEPZLB6IG34L5DJL, code 705108555406, name 'Party Like Its 1776 500 Gram'; manufacturer model P5554 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/party-like-its-1776-original.png","f738c58dd30097e5da3cf3da121b0dcf7ce2460c9e466f4e215e99ff28381317","https://static.wixstatic.com/media/ecdf0c_25a1fbdf3afc424baaadbc6e89438cbe~mv2.png/v1/fit/w_500,h_500,q_90/file.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=Md5UiOmVtG4","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-1"
"peacock-spider-24-pack","Peacock Spider","Raccoon","Artillery Shells","5-inch shells · 24 pack","RA32408","679","LV65VKZH67LIUO4NCR3MY7E3","Peacock Spider 5"" Artillery Shells 24 pack","757201324083","https://www.raccoonfireworksusa.com/product-page/5-peacock-spider | https://americanwholesalefireworks.com/peacock-spider-compact/","Square row 679, token LV65VKZH67LIUO4NCR3MY7E3, code 757201324083, name 'Peacock Spider 5"" Artillery Shells 24 pack'; manufacturer model RA32408 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/peacock-spider-24-pack-original.png","f379dbbc1fa2eca06e2531cf0e95e00ff3c6b823953483a0955040ecde73418b","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA32408.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=b2bpAABo2NI","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/5-peacock-spider', 'title': '5"" Peacock Spider RA32408 by Raccoon Fireworks', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"battle-of-princeton","Battle of Princeton","Raccoon","Cakes","500 gram · 36 shots","RA52542","705","3U776SJS6U6ZARDKVW3VDN6F","Princeton 500g","757201525428","https://www.raccoonfireworksusa.com/product-page/battle-of-princeton","Square row 705, token 3U776SJS6U6ZARDKVW3VDN6F, code 757201525428, name 'Princeton 500g'; manufacturer model RA52542 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/battle-of-princeton-original.png","346ce3328b7cc61843d2e0671c47c229c63b74552bdb8b8e5358d9a102b9ce87","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA52542.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=X5CKkC6qPxI","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/battle-of-princeton', 'title': 'RA52542 Battle of Princeton Raccoon 2025 New 500G Cake 36 Shots-RWB Series', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"raging-willow","Raging Willow","Raccoon","Cakes","200 gram · 19 shots","RA22512","742","TNYRSG3Q5J6EIUJNPKI3XOSD","Raging Willow","757201225120","https://www.raccoonfireworksusa.com/product-page/raging-willow | https://americanwholesalefireworks.com/raging-willow// | https://americanwholesalefireworks.com/raging-willow/","Square row 742, token TNYRSG3Q5J6EIUJNPKI3XOSD, code 757201225120, name 'Raging Willow'; manufacturer model RA22512 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/raging-willow-original.png","b194c373a83463cdbe65bef9eb685aec7876a31eb8b2024865723dc954d56c68","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA22512.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=PnXkPdmX0NE","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/raging-willow', 'title': 'Raging Willow RA22512 by Raccoon Fireworks', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"rainbow-ghost","Rainbow Ghost","Raccoon","Cakes","500 gram · 195 shots","RA530118","743","LAFSLBBO5TCGIGANK6PD6X6T","Rainbow Ghost 195 Shot Zipper Cake","757205301189","https://www.raccoonfireworksusa.com/product-page/rainbow-ghost | https://americanwholesalefireworks.com/rainbow-ghost// | https://americanwholesalefireworks.com/rainbow-ghost/","Square row 743, token LAFSLBBO5TCGIGANK6PD6X6T, code 757205301189, name 'Rainbow Ghost 195 Shot Zipper Cake'; manufacturer model RA530118 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/rainbow-ghost-original.png","02e2b7ef9137dbf86bec9df60174588dd2b2a5ecf5b6dd9959b73d0828f4a0bb","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA530118.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=Fg-sEyV_LzA","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/rainbow-ghost', 'title': 'Rainbow Ghost RA530118 Raccoon Fireworks 2021 New Product 195 shots', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
"revolution-now","Revolution Now","Raccoon","Cakes","500 gram · 30 shots","RA53071","755","RXXAJBEZGNQ5F3XLRYKTDH6B","Revolution Now 500 Gram","757201530712","https://www.raccoonfireworksusa.com/product-page/revolution-now | https://shop.intergalacticfireworks.com/revolution-now.html","Square row 755, token RXXAJBEZGNQ5F3XLRYKTDH6B, code 757201530712, name 'Revolution Now 500 Gram'; manufacturer model RA53071 and exact retail presentation reviewed against the official page and authentic package photograph. No name-only or store-SKU-only approval.","docs/catalog/enrichment-2026-09/references/revolution-now-original.png","30120f4d7090aaad3b94cdeca0bd369aab8984201d71511f336ddfb20088cf53","https://raccoonfireworksusa.com/wp-content/uploads/2026/08/RA53071.png","Official photograph inspected at original resolution/contact sheet. Correct name, brand, retail count and package; real alpha. Only resizing and encoding, no generated packaging.","https://www.youtube.com/watch?v=DBZVSoZg_-k","{'status': 'verified', 'source': 'https://www.raccoonfireworksusa.com/product-page/revolution-now', 'title': 'Revolution Now by Raccoon Fireworks RA53071', 'channel': 'Raccoon Fireworks', 'evidence': 'Exact model and product name in the official Raccoon channel title; demonstration embedded by the manufacturer. Retail presentation verified separately.'}","2026-09-24-official-1"
