"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row","research_status","product_id","verified_brand","manufacturer_code","verified_video","research_query","research_sources","research_reason","required_next_step"
"QYAXPQDE2TYNMB7YTYR6PER7","813559006061","","12pc No.10 Gold Sparklers","12pc No.10 Gold Sparklers","Unknown","Unknown","Regular","Unknown","12pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","50","51","51","Items","51","no_verified_identity","","Unknown","Unknown","","""813559006061"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"QXPW5W7TIS6F73NQR2KAHZKR","887946060400","","14"" Morning Glorys- Red Box","14"" Morning Glorys- Red Box","Unknown","Unknown","Regular","Unknown","14""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","51","52","52","Items","52","no_verified_identity","","Unknown","Unknown","","""887946060400"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"6N3R23DAT7C5HMLM4GSIPQUL","8145270101612","","16000 Firecracker","16000 Firecracker","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","52","53","53","Items","53","candidate_requires_package_review","","Unknown","Unknown","","""8145270101612"" fireworks","https://americanwholesalefireworks.com/strip-of-16-000-flash-cracker/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"TAOG6BC2S6VLWKSKNKOUQG2N","821600001149","","16000 Thunder Bomb Crackert","16000 Thunder Bomb Crackert","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","53","54","54","Items","54","no_verified_identity","","Unknown","Unknown","","""821600001149"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"SU6AOYSN2DG4RQ4GOPTHS2CW","821600014309","","198 Shot Saturn Missle","198 Shot Saturn Missle","Unknown","Unknown","Regular","Unknown","198 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","54","55","55","Items","55","no_verified_identity","","Unknown","Unknown","","""821600014309"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EVMEMWULGO5FFPZTIZK4RDJJ","887946031059","","2 Color Space Ship 3 Pack","2 Color Space Ship 3 Pack","Unknown","Unknown","Regular","Unknown","3 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","55","56","56","Items","56","no_verified_identity","","Unknown","Unknown","","""887946031059"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"IWBOGXXV5RRGXSNCIMCONMYJ","8052530220917","","2 Color Spaceship","2 Color Spaceship","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","56","57","57","Items","57","candidate_requires_package_review","","Unknown","Unknown","","""8052530220917"" fireworks","https://beta2024.usa-fireworks.com/products/website-coupons/two-color-space-ship-boomer-2/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"O6KNWSDF2BMIHQ37TUXZZLJJ","","","2 Color Spaceship BOGO","2 Color Spaceship","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","57","58","58","Items","58","no_verified_identity","","Unknown","Unknown","","""2 Color Spaceship BOGO"" fireworks manufacturer","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"T3AVLYCRGWAKT6BREUWYYAAL","887946004213","","2 Min Extravaganza","2 Min Extravaganza","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","58","59","59","Items","59","candidate_requires_package_review","","Unknown","Unknown","","""887946004213"" fireworks","https://www.tntfireworks.com/fireworks/cat/multi-aerials/4100-2-minutes-extravaganza | https://fliphtml5.com/oyvgf/jwia/Fireworks_and_Special_Effects%3A_A_Selection_Guide/22/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"K5DWDAJDWJNG6DTWEO5DGLHG","757205302599","","2 Minute Bomb","2 Minute Bomb","Unknown","Unknown","Regular","Unknown","2 Minute","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","59","60","60","Items","60","candidate_requires_package_review","","Unknown","Unknown","","""757205302599"" fireworks","https://dosgringosfireworks.com/2-minute-bomb/ | https://www.raccoonfireworksusa.com/product-page/2-minute-bomb","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"GXTEUEIENPDZQX225VYUZXIE","","010901322156","2 Minute Finale 500 Gram","2 Minute Finale 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","2 Minute | 500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","60","61","61","Items","61","no_verified_identity","","Unknown","Unknown","","""010901322156"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2FCJSUCY2M7JKMLZIKJUWXLJ","050050513210","","2 Minute Finale 500 Gram","2 Minute Finale 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","2 Minute | 500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","61","62","62","Items","62","no_verified_identity","","Unknown","Unknown","","""050050513210"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"NPIALSN4V63R3R64QQOCWAML","","757205302599","2 minute bomb","2 minute bomb","Unknown","Unknown","Regular","Unknown","2 minute","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","62","63","63","Items","63","candidate_requires_package_review","","Unknown","Unknown","","""757205302599"" fireworks","https://dosgringosfireworks.com/2-minute-bomb/ | https://www.raccoonfireworksusa.com/product-page/2-minute-bomb","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"WCBZ5V4BLD2KB7C52VNMEQE2","757201530675","","20 Alarm Fire","20 Alarm Fire","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","63","64","64","Items","64","no_verified_identity","","Unknown","Unknown","","""757201530675"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"GS5Y7ZP4PE7LE5FGYNR5O2YI","705669335523","","20 Clip On Lighters","20 Clip On Lighters","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","64","65","65","Items","65","candidate_requires_package_review","","Unknown","Unknown","","""705669335523"" fireworks","https://americanwholesalefireworks.com/ignite-clip-on-ignitors-2-meter-6-5-foot/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
