"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"UJB7SIMZIOZNZYMFLLYRB6ZH","8052530170717","","40"" Mammoth Day Parachute","40"" Mammoth Day Parachute","Unknown","Unknown","Regular","Unknown","40""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","86","87","87","Items","87"
"6PNXNZLUJTEFB4LXCTIWWKE5","8145270113721","","4pc Assortments 9"" Fountain","4pc Assortments 9"" Fountain","Unknown","Fountains","Regular","Unknown","4pc | 9""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","87","88","88","Items","88"
"GYJNBMUQGW2TG3B67MHZX6RI","8052530170724","","4pk Parachute","4pk Parachute","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","88","89","89","Items","89"
"H5K3WTYZMTO4M7553I3M5UYE","705108002306","","4th Of July Backpack","4th Of July Backpack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","89","90","90","Items","90"
"A5YBHLDEGL7OUC573GBEWPRD","705108300020","","4th of July Pack","4th of July Pack","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","90","91","91","Items","91"
"QGRX3L4LF562QHPZHUWFHRV5","887946060226","","4x 3157/3156 High Power 7W Turn Signal Tail Brake Stop Car LED Bulbs (Amber/Yellow)","4x 3157/3156 High Power 7W Turn Signal Tail Brake Stop Car LED Bulbs (Amber/Yellow)","Unknown","Roman Candles","Regular","Unknown","Unknown","conflict","Item name describes automotive LED bulbs but Square category says Roman Candles; identity is corrupt, do not publish.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","91","92","92","Items","92"
"4TA643RIR37SKN2TGQC4TVAG","800000002000","800000002000","4x 3157/3156 High Power 7W Turn Signal Tail Brake Stop Car LED Bulbs (Amber/Yellow)","4x 3157/3156 High Power 7W Turn Signal Tail Brake Stop Car LED Bulbs (Amber/Yellow)","Unknown","Roman Candles","12/10 ball roman candle","12/10 ball roman candle","Unknown","conflict","Automotive LED-bulb item name conflicts with roman-candle variation and category; identity requires correction.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","92","93","93","Items","93"
"6LV6YJMXWXIGBPXYPBYYMKIK","6950165423661","","5 Inch Megabanger Professional Shells","5 Inch Megabanger Professional Shells","Unknown","Unknown","Regular","Unknown","5 Inch","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","93","94","94","Items","94"
"A6IN5BBRQ524DUHM5XIK22KD","887946004268","","6 3"" Parachutes","6 3"" Parachutes","Unknown","Unknown","Regular","Unknown","3""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","94","95","95","Items","95"
"ARNCHSF72M2PGKYULV37DMUW","","841527101241","6 pc Artillery Shells Assorted","6 pc Artillery Shells Assorted","Unknown","Unknown","Regular","Unknown","6 pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","95","96","96","Items","96"
"ZX3TJ5FTJU4TSBNYYZ25OE5P","841527101258","","6 pc Artillery Shells Assorted","6 pc Artillery Shells Assorted","Unknown","Unknown","Whistling Buster","Whistling Buster","6 pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","96","97","97","Items","97"
"DEGTDLAZWR5MFPTCN24C5MYW","811273010029","","6 pc Artillery Shells Assorted","6 pc Artillery Shells Assorted","Unknown","Unknown","Crackling","Crackling","6 pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","97","98","98","Items","98"
"6LYJJH3ROCZPE5B25EYQFT2X","757201525176","","60 Infinity","60 Infinity","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","98","99","99","Items","99"
"G4RPL673CZVIZPHF3JQIYTAV","064883100769","","6ct Texas Size Rocket","6ct Texas Size Rocket","Unknown","Unknown","Regular","Unknown","6ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","99","100","100","Items","100"
"WWS64AP47VXXTHHYX3D2E5Z2","","705108402311","6pc 10 ball roman candle","6pc 10 ball roman candle","Unknown","Unknown","Regular","Unknown","6pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","100","101","101","Items","101"
"IV465BAKK2EAWD5TK3S32FRX","805253414235","","6pc Artillery Shells: Huge Color Bursts","6pc Artillery Shells: Huge Color Bursts","Unknown","Unknown","Regular","Unknown","6pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","101","102","102","Items","102"
"67Q5FTM7ANPDPMG4XUHW74DF","703674274226","","7 Disposable Lighters","7 Disposable Lighters","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","102","103","103","Items","103"
"PAYQMSSER3UY2TBKFB63PVI7","887946070027","","7"" Defender Missile","7"" Defender Missile","Unknown","Unknown","Regular","Unknown","7""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","103","104","104","Items","104"
"XPH7RXILMQOK6PZWGNZX3SL5","888011307505","","750s Saturn Missile Battery","750s Saturn Missile Battery","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","104","105","105","Items","105"
"CJQNGWS3JU5HZJQ2XSK62B43","887946000499","","750s Saturn Missile Battery","750s Saturn Missile Battery","Unknown","Unknown","750 Shot","750 Shot","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","105","106","106","Items","106"
"XDY67L6KGJ3UDL576VIBRNUO","821600005017","","8 Inch Missle","8 Inch Missle","Unknown","Unknown","Regular","Unknown","8 Inch","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","106","107","107","Items","107"
"KVJM6GNGZVNLT2VHSMPTYOEQ","705108074006","","8"" color sparklers","8"" color sparklers","Unknown","Unknown","Regular","Unknown","8""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","107","108","108","Items","108"
"H5ODOFIVBLH5KHPX3NEZ6ROR","821600001132","","8000 Thunder Bomb Cracker","8000 Thunder Bomb Cracker","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","108","109","109","Items","109"
"BXB6IDEAWPODTC7JWB3OGSL2","821600025213","","96 Shot Color Pearl","96 Shot Color Pearl","Unknown","Unknown","Regular","Unknown","96 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","109","110","110","Items","110"
"PI4EHRNLTIX3BTAGFZUATH7S","674662533833","","A Legacy Of Liberty 250 Years 500g","A Legacy Of Liberty 250 Years 500g","Unknown","Unknown","Regular","Unknown","500g","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","110","111","111","Items","111"
"YFAWGJZFEI4UUOC7GCETC7FX","872421130013","","A Million Missles","A Million Missles","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","111","112","112","Items","112"
"VP5CG67K35FAOWJPZ7IWO4KN","197031322116","","AK-47 FOUNTAIN","AK-47 FOUNTAIN","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","112","113","113","Items","113"
"4CG65TCNMRJDOS6ZNDPNVF2L","875330032508","","AK-47 Fountain","AK-47 Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","113","114","114","Items","114"
"DJGH4MOSEAF477EDNI4PRQ4O","","652009200020","Above The Law Family Pack BC","Above The Law Family Pack BC","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","114","115","115","Items","115"
"A3TTFCDNXBESWGPAC4RVRVLA","652009906540","","Absolute Pyro","Absolute Pyro","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","115","116","116","Items","116"
"GPZVXC3S5TOL4YDFTGF2GZYP","849107002148","","Adult Snaps Bogo","Adult Snaps","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","117","118","118","Items","118"
"YJIFUP2KPQJDBACJJP43G5SD","680149054289","","Aerojet (4 sticks)","Aerojet (4 sticks)","Unknown","Stick Rockets","Regular","Unknown","4 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","118","119","119","Items","119"
"SRP2KXXSRJ5ZLRYNRYPEYTA3","757201220071","","Aggression","Aggression","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","119","120","120","Items","120"
"4334FNRTII6SMFRXQN7MAUHA","687985102822","","Air Force One Rocket (5 sticks)","Air Force One Rocket (5 sticks)","Unknown","Stick Rockets","Regular","Unknown","5 sticks","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","120","121","121","Items","121"
"ASHLE2YBKFSZNM63ILNCUD23","202013250018","","Air Power 5"" Artillery Shells 24 pack","Air Power 5"" Artillery Shells 24 pack","Unknown","24 Pack Canister Artillery Shells 5 INCH","Regular","Unknown","5"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","121","122","122","Items","122"
"M5WL2GWBEX24UFCMOYR2IV5P","052301913206","","Alien Attack 500 Gram","Alien Attack 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","122","123","123","Items","123"
"WCIPTN2Z22OBJCOSXXECSVFO","6011401913206","","Alien Attack 500 Gram","Alien Attack 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","123","124","124","Items","124"
"V6MU7TUWULGKPYU6OK3YD6HQ","816597943671","","Alien Invasion 6"" Artillery Shells 24 Pack","Alien Invasion 6"" Artillery Shells 24 Pack","Unknown","24 Pack Artillery Shells 6""","Regular","Unknown","6"" | 24 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","124","125","125","Items","125"
