"square_token","original_name","original_variation","match_status","rockwall_product_id","dynamite_candidates","evidence"
"K7LGOK3VETTHC3B4FVUAAFDY","BC Pro 8"" XXL Canister Shells 24ct","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YDY6DLZFEDXO5ONL2ZCVMVQB","Baby Boy 12 Shots--Blue","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"64B7IEPPO6WBABC24VSHNYKB","Baby Girl 12 Shots-Pink","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SZDGLTRVCWG4HBUU3DVAIC43","Back Off 200 Gram 16 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2BR2UEEEH65IBA7ISTM7J27E","Ballerina Ball","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AREZ7BUJBZVK2OEMOVNEZLRN","Bamboozle 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"57DECKRO7MDG7677XMRI6MNV","Banana Cracko Assortment Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5WOBUE3YYS4WYVYLWDNIR7WP","Band Of Brothers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"C2C7EL6NNRTZWJT3IFXTDJMD","Bang Bros","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TCFS7DODQT6FOX5OZPYXNCX3","Battle Cry","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OXROLOESSRJH2XC6XMZC7UJ3","Beware 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ALYGOFAKRFQEAIMKXDLUL3Y7","Big Brother Family Pack 825 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4UDECG7T6TXR37II5JLGEPWG","Big City Display Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QNJZYSS4LXEZ7GZZTMHYM6MT","Big Gun","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DDPQ6MPSO2E3DLTPJTFGMOWN","Big Mudder","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4TH237NF56TPMUBWACH7JUXN","Big N Bad (6 sticks)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BNWVUD62G4H3RHAG6WM5WJ7D","Big Top","Regular","probable","","products.json[70] Big Top / Brothers / products/big-top.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"YWUCGQYY4FAJPWF6EZQKVZZM","Big Win","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EVDWR5AUPPHH6HMALH6YPL7H","Biker (Small)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BUMXMJPSJYVZURKWZNIUYRFH","Billy's Big Blast-78 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"63W6GHULIGTKDUDEOJI2ATNP","Black Cat 1000ct Firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HPRUK354SRZV3EBF6JC7ZQ3N","Black Cat 100ct BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XVLRJSMAMPAD5I2SPFLPZBDH","Black Cat 100ct BOGO","Brick","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TFRD5P7HBFY2P3RJRCMINLOG","Black Cat 16000 Roll","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FGFX64NVIPVVGVKKJOLPICWS","Black Cat 300 Count BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EZEGN4ZQNUKUAOTPHA7TRQOD","Black Cat 300 Count BOGO","300","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PJKIMAXNIM5ZCOSCTTQD3UFL","Black Cat 400 count firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YSCA5EM7QBGQ26342HWEVWIJ","Black Cat 4000","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WE4BJSDDQ2RUISDGUILR7WWQ","Black Cat 4ct Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VXHKPOAYSSTE6SOAD6R25KBA","Black Cat 4ct Fountain","Peach Tree","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7MTLDJ3YMV2C7PZJXGG3ABI5","Black Cat 4ct Fountain","Gold & Silver","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XRRJMRH6BO7MXAGCWIFAMRR2","Black Cat 4ct Fountain","Blue Ice","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KEJ65JHKO6PDZGY3TF5HPABB","Black Cat 4ct Fountain","Green Garden","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SZ5GTVLHSQZHQZF36S76IXVT","Black Cat 4ct Fountain","Black Cat 6 In Fountain","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OLNNUWLN4NHN3YLZG3GE2IL2","Black Cat 5"" Artillery Shells 24 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OHKV5B66T3AXTW7D5M5EMGGO","Black Cat 500ct Firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QQYB6NNR36NTVUWQKAVKSFLH","Black Cat 50ct BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HMO2P2U3P7TTHFJPMZIWTUIM","Black Cat 72 ct morning glory hole","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ZJCPCWGRIODBVZMR7O2VBAP7","Black Cat Cat Eyes- Spinners","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UXME6WAPLY5YYCNEMRWPYOG2","Black Cat Celebrate America","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OFSRHJBV5QEQRPP54T36Q6YH","Black Cat Diablo 5"" Artillery Shells 24 pack","Regular","confirmed","diablo","products.json[137] Diablo 24 / Black Cat / /products/diablo-24.png","Square Black Cat 5-inch 24-pack matches source and approved Rockwall package; existing ID and assets retained."
"IMSHHADLXVKXXU4KWSCGVL7P","Black Cat Firecracker 200ct BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OQJ3UJAOXFEFEAN2NRWD3BCT","Black Cat Firework Fiesta-96 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2CAQEPKBJEJ3RLNNXOSPI2WJ","Black Cat Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z42WT7QYMWVQSGSLZELGXT3L","Black Cat Fountain Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"N6QN4FBEXWHAXX7QJIWZPTS3","Black Cat Gold EditionFamily Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JIYCGITHI56QQJBAUNYZA4EJ","Black Cat Heritage","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FKOTG65DY2KEAIG72E6ZQNZX","Black Cat Little Dynamite 100ct BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SBY3GLLCOXVL5YHSAJRZUXAU","Black Cat Neon Diablo 5"" Artillery Shells 24 pack","Regular","confirmed","neon-diablo-24-pack","products.json[123] Neon Diablo 24 / Black Cat / /products/neon-diablo-24.png","Square explicitly names Black Cat, 5-inch and 24 pack. All are visible in source packaging. Square 6-pack row is deliberately not mapped."
"2KTUHO3OXXDII2FN5JZYRHC5","Black Cat Neon Diablo 5"" Artillery Shells 6 Pack","Regular","conflict","","Unknown","Square Neon Diablo is a 6-pack; source is a 24-pack. A matching 6-pack image is needed."
"HJGHH3DSBQ3WC6ZCQID7J7VX","Black Cat Neon Sparkler Special 5 Ct","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IGYZ3FSCVEQTCHU556SVQHRY","Black Cat Neon Sparkler Special 5 Ct","Black Cat Neon Sparklers- Waterfall","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TT2SFUZFZHFHXAQHVH2RAWZM","Black Cat Night Display","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EROQU5GO4XDUEGIESZCKSHZE","Black Cat Party Pack 4 Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5C7IFQOUCWYTXJGISORCIBWN","Black Cat The Patriot 6"" Artillery Shells 24 Pack","Regular","confirmed","the-patriot-24-pack","products.json[146] The Patriot / Black Cat / /products/the-patriot.png","Square explicitly names Black Cat, 6-inch and 24 pack; photographed package says The Patriot, 6-inch shells and twenty-four canisters."
"C7MGH6L5OBMU2I7P6XRLCCYG","Black Cat combo Cakes","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BZQJPONZCT2MQBG76DYRMSJE","Black Hole 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"W4JMTKXNQYUCIQGHZXDJTKTO","Black Panther Artillery Shell","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6DL57LCVLHNNTMKWBBIYB6Z5","Black Snakes BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EKGYPF5RGKPY6227FPL5HPLT","Blackcat 3 For 1","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XLO7UDEHBHTQYPEROBAO3RV4","Blood Money","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ETH2MEGPLHKWN4TS6CS66Q62","Bloom Flower","Regular","probable","","products.json[61] Ground Bloom Flower / Monkey Mania / /products/ground-bloom-flower.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"UX7ODRUBPQVD2EVNWRTBHVVI","Bombas De LA Muerte 6"" Artillery Shells","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YNSK72CWCAZMY3Q742YZ2IA7","Bomber BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IWVVH23KXDAYSNRMLFAU5XK2","Bombing Mission 200g","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6GOZMNTKVUSLC6RHAW33N3KD","Bones","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Q342ESYA7XRFLJBOFQWVWPAM","Bones \ Skull","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NNYMAKIN6Z6PSP5AUYS4DUXN","Bones \ Skull","Skull Fountain","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IGG6JYTEMGHDBF5V5HAML3QY","Born Leaders","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"65OBLYIPE2NFJEMIMLWNUB7C","Boy Or Girl","Regular","probable","","gender-reveal.json[3] Boy or Girl / Unknown / /products/boy-or-girl.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"GUHP7YBGQBP6QBDGNRLZD6PI","Brave Eagle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"B3H4JUEABU6IQNEHHP3NSP7B","Break Of Dawn Roman Candles (4 Pk/5 Big Shots)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LC3DT2FV6CELZXJO3R6PA5GY","Break The Rules 6"" Artillery Shells 6 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7M2D3I5NCBOZXHSWT4EKOIEH","Brothers Container Load","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4RRYVZ5ZPMQBRZZ3G5LM7S6L","Bucket Of Fun Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CGWOHHQGU7JBE2J5CGXROKAI","Bucket o Fun Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GD57R3MMQSLWM4HWGJGAKPWL","Bumble Bees","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IY6MWRW7CYTAK7UCS62P2V47","Bumpin Trumpin 500 Gram 42 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NVV6Y56O2YNTT3EEODY3VB6U","Bustin Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VO47WF5A2JD5HOT74KZ743W4","CE 100","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PNEATVLI5R2PZV4VZYILIJRB","CE-DC 500 Gram 30 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EEB6GYW6OKUONPAP7CIMSVUX","CEO Family Pack Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YBTSQXW5MJG6UTYHOSOYIBRG","Call The Cops 200G","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
